player_id;player;negotiations;battles;total
3867997;LordChriss;5;6618;6628
849577727;Kris5407;20;5265;5305
849705427;Wlodzimierz2011;5;4523;4533
849374241;encypency;72;4232;4376
849127561;as200;109;4087;4305
3924777;zetzet;10;4242;4262
851735;Kiee;0;3960;3960
1883873;kolekcjoner03;81;3221;3383
4069953;ANDRZEJ1977;86;2644;2816
3842759;SilverCrash;61;2346;2468
3217255;Irma;60;2142;2262
849309544;Okeyka;15;2125;2155
1279580;Arkadiusz635;32;2059;2123
4041098;lenarsun;22;2013;2057
4029865;kumitus;110;1830;2050
3004064;Arii Arii;42;1859;1943
3680180;Flamber;0;1917;1917
849064121;HenApo;65;1572;1702
849155848;evenezer;2;1671;1675
2284690;Trubibabur;4;1378;1386
4169471;Eurydike 252 Szlachetna;20;1332;1372
4167211;Szipu;11;1350;1372
849350675;SiD.;71;1224;1366
3160300;Alexx;6;1294;1306
1277454;Zuzia.;8;1244;1260
1672494;..IRCIA..;5;1111;1121
3912053;Malg5;0;1056;1056
3690072;Ami*;5;1022;1032
3269633;swirunh1;0;890;890
4173068;hiszpan11;4;842;850
849506096;zosia3456;0;777;777
3903143;AZIRA;52;581;685
1927134;Belinus 29 Gnębiciel;11;648;670
1425318;TRIB;0;630;630
3310730;Belinus 88 Straszliwy;12;551;575
2888109;piotr74c;0;554;554
4120274;Belladonna*;8;521;537
2224850;RogerW;43;423;509
340920;arbuz27;9;488;506
2630854;andy96;0;477;477
849025082;antares0pl;12;445;469
626201;Gustlik 102;3;454;460
3347761;Araxu;0;448;448
3561318;Imbleuuuu;0;378;378
2803523;Ury123;0;366;366
849222671;-Tekla-;65;212;342
849132471;koko koko;14;313;341
849033185;Patton 1985;0;321;321
1040068;Doda21;0;300;300
773723;Pituś Malutki;47;198;292
3320455;FrancuS1;0;285;285
674220;stempi;3;275;281
802254;CineqW;0;277;277
849425451;Mormider;9;259;277
2854299;Dodyś;0;260;260
849070129;Dawidf831;12;228;252
1183462;Brainpan;0;243;243
3858502;WiktoreQ221;0;233;233
146582;prion;0;201;201
4157108;Mikołaj 138 Piękny;16;165;197
2253263;Gawlorek;0;117;117
848885148;Marcin XX Wielki;0;114;114
4150359;BenKiller;0;108;108
799478;Dylu-Raf;0;104;104
4207477;NiepokonanyBlake;0;79;79
849624824;Kendra Volcano;0;74;74
2580060;Hit83;0;0;0
733438;nasze;0;0;0
849039871;-SilverHead-;0;0;0
