player_id;player;negotiations;battles;total
3867997;LordChriss;12;9693;9717
851735;Kiee;0;7977;7977
849705427;Wlodzimierz2011;15;6893;6923
849577727;Kris5407;30;6774;6834
3924777;zetzet;10;6291;6311
849374241;encypency;123;6035;6281
849127561;as200;147;5955;6249
1883873;kolekcjoner03;220;5029;5469
4041098;lenarsun;23;3989;4035
4069953;ANDRZEJ1977;123;3712;3958
3217255;Irma;90;3294;3474
3680180;Flamber;0;3095;3095
3160300;Alexx;7;2970;2984
1279580;Arkadiusz635;32;2860;2924
4029865;kumitus;155;2600;2910
3004064;Arii Arii;42;2640;2724
849155848;evenezer;2;2588;2592
3842759;SilverCrash;61;2354;2476
849309544;Okeyka;15;2385;2415
849064121;HenApo;80;2142;2302
849350675;SiD.;106;1937;2149
4169471;Eurydike 252 Szlachetna;20;2101;2141
2284690;Trubibabur;4;2105;2113
1672494;..IRCIA..;5;1693;1703
4167211;Szipu;17;1625;1659
3912053;Malg5;0;1510;1510
3269633;swirunh1;0;1398;1398
1277454;Zuzia.;8;1270;1286
3690072;Ami*;5;1144;1154
849506096;zosia3456;0;1131;1131
4173068;hiszpan11;4;1101;1109
1927134;Belinus 29 Gnębiciel;11;1032;1054
2888109;piotr74c;0;838;838
3310730;Belinus 88 Straszliwy;12;805;829
2224850;RogerW;79;665;823
3903143;AZIRA;60;629;749
4120274;Belladonna*;10;715;735
340920;arbuz27;9;716;734
849025082;antares0pl;12;706;730
802254;CineqW;0;709;709
3858502;WiktoreQ221;0;692;692
3347761;Araxu;0;685;685
3561318;Imbleuuuu;0;664;664
849132471;koko koko;35;585;655
1425318;TRIB;0;633;633
799478;Dylu-Raf;0;606;606
4150359;BenKiller;0;603;603
2630854;andy96;0;532;532
3320455;FrancuS1;0;527;527
626201;Gustlik 102;4;500;508
1183462;Brainpan;0;473;473
773723;Pituś Malutki;60;350;470
2253263;Gawlorek;2;453;457
849222671;-Tekla-;84;287;455
146582;prion;0;407;407
674220;stempi;3;399;405
849425451;Mormider;15;356;386
2803523;Ury123;0;371;371
849624824;Kendra Volcano;7;346;360
849033185;Patton 1985;0;347;347
849070129;Dawidf831;12;285;309
2854299;Dodyś;0;301;301
4157108;Mikołaj 138 Piękny;20;261;301
1040068;Doda21;0;300;300
848885148;Marcin XX Wielki;0;236;236
733438;nasze;5;115;125
4207477;NiepokonanyBlake;0;120;120
2580060;Hit83;0;0;0
849039871;-SilverHead-;0;0;0
